dt,open,high,low,close,value,volume
2020-06-15,49.0,49.0,45.8,45.8,147215560.0,
2020-06-16,46.8,47.25,46.0,46.9,54154490.0,
2020-06-17,47.4,47.4,46.85,47.05,80071075.0,
2020-06-18,46.8,47.4,46.6,47.0,34346550.0,
2020-06-19,46.1,50.1,46.05,50.0,143123420.0,
2020-06-22,49.9,49.9,48.0,49.5,37460825.0,
2020-06-23,49.5,49.5,47.8,48.15,53861665.0,
2020-06-24,48.0,48.05,46.75,46.75,38477705.0,
2020-06-25,46.2,46.5,45.1,45.2,41208980.0,
2020-06-26,46.0,46.85,44.8,46.85,29430040.0,
2020-06-29,46.75,46.75,44.85,45.25,49107805.0,
2020-06-30,45.05,46.45,44.95,45.5,55352465.0,
2020-07-01,46.25,46.5,44.95,46.5,27810520.0,
2020-07-02,46.9,48.85,45.25,46.95,70103605.0,
2020-07-03,48.0,48.5,46.4,48.5,20268370.0,
2020-07-06,48.9,49.0,47.75,49.0,25291900.0,
2020-07-07,48.95,49.3,48.5,49.3,50758220.0,
2020-07-08,49.3,49.6,48.8,49.6,104017605.0,
2020-07-09,49.65,49.65,49.05,49.2,43514435.0,
2020-07-10,49.0,49.3,48.9,49.3,49078695.0,
2020-07-13,49.3,49.45,48.85,48.85,36553225.0,
2020-07-14,49.0,50.0,48.9,50.0,45378415.0,
2020-07-15,49.3,49.4,47.95,48.2,65392175.5,
2020-07-16,48.0,49.25,47.6,49.25,28284855.0,
2020-07-17,48.95,49.75,48.95,49.75,55010025.0,
2020-07-20,49.75,49.8,49.0,49.55,21738170.0,
2020-07-21,49.7,51.6,49.25,51.6,48835020.0,
2020-07-22,51.5,51.5,49.5,49.5,29141613.5,
2020-07-23,49.85,49.85,48.05,49.45,24323030.0,
2020-07-24,48.4,50.0,48.4,50.0,36695595.0,
2020-07-27,50.0,50.0,48.55,49.0,33602739.0,
2020-07-28,48.05,49.5,48.05,49.5,20784790.0,
2020-07-29,49.0,49.5,48.6,49.5,17140820.0,
2020-07-30,48.65,49.3,48.05,48.05,95800480.0,
2020-08-03,47.8,48.5,42.05,45.6,63414050.0,
2020-08-04,,,,45.35,,1346700.0
2020-08-05,,,,45.8,,908400.0
2020-08-06,,,,47.25,,535600.0
2020-08-07,,,,48.0,,396900.0
2020-08-10,,,,48.45,,318600.0
2020-08-11,,,,48.25,,416700.0
2020-08-12,,,,48.45,,271100.0
2020-08-13,,,,49.8,,446400.0
2020-08-14,,,,50.25,,1619800.0
2020-08-17,,,,50.2,,223940.0
2020-08-18,,,,51.6,,757560.0
2020-08-19,,,,49.6,,368290.0
2020-08-20,,,,49.8,,624100.0
2020-08-24,,,,48.65,,799500.0
2020-08-25,,,,49.0,,378200.0
2020-08-26,,,,48.2,,774500.0
2020-08-27,,,,47.0,,415700.0
2020-08-28,,,,48.0,,2210100.0
2020-09-01,,,,47.4,,1368900.0
2020-09-02,,,,47.0,,882800.0
2020-09-03,,,,49.0,,379500.0
2020-09-04,,,,49.35,,1229100.0
2020-09-07,,,,49.4,,297300.0
2020-09-08,,,,48.95,,489900.0
2020-09-09,,,,48.4,,382800.0
2020-09-10,,,,47.5,,720000.0
2020-09-11,,,,48.8,,594200.0
2020-09-14,,,,47.8,,350900.0
2020-09-15,,,,47.1,,652300.0
2020-09-16,,,,47.4,,437100.0
2020-09-17,,,,47.5,,505600.0
2020-09-18,,,,48.0,,844000.0
2020-09-21,,,,47.35,,199200.0
2020-09-22,,,,46.5,,588000.0
2020-09-23,,,,46.7,,1656700.0
2020-09-24,,,,46.0,,400100.0
2020-09-25,,,,45.95,,374600.0
