Date,High,Low,Open,Close,Volume,Adj Close
1999-12-31,8.84375,8.671875,8.8125,8.78125,660800.0,7.740581035614014
2000-01-03,9.0,8.75,8.875,8.75,900400.0,7.7130351066589355
2000-01-04,8.84375,8.625,8.796875,8.640625,892000.0,7.616623401641846
2000-01-05,8.75,8.515625,8.703125,8.6875,1016800.0,7.657941818237305
2000-01-06,8.765625,8.53125,8.6875,8.6953125,1045200.0,7.664830684661865
2000-01-07,9.078125,8.6875,8.765625,9.015625,1304800.0,7.947179794311523
2000-01-10,9.21875,8.8125,9.078125,8.859375,1474800.0,7.809446811676025
2000-01-11,9.109375,8.859375,8.96875,8.859375,1962800.0,7.809446811676025
2000-01-12,9.0,8.59375,8.921875,8.609375,1040400.0,7.58907413482666
2000-01-13,8.703125,8.46875,8.515625,8.59375,1389600.0,7.5753021240234375
2000-01-14,8.703125,8.5,8.625,8.546875,1209200.0,7.533979415893555
2000-01-18,8.609375,8.53125,8.578125,8.53125,765600.0,7.520210266113281
2000-01-19,8.5625,8.3125,8.515625,8.328125,941200.0,7.3411545753479
2000-01-20,8.421875,8.078125,8.34375,8.125,1241600.0,7.16210412979126
2000-01-21,8.140625,7.796875,8.0,7.953125,1471600.0,7.0105977058410645
2000-01-24,8.0,7.53125,7.96875,7.53125,1567200.0,6.638719081878662
2000-01-25,7.734375,7.578125,7.59375,7.625,938000.0,6.721358299255371
2000-01-26,8.1875,7.578125,7.625,8.0625,1780000.0,7.1070098876953125
2000-01-27,8.09375,7.9375,8.09375,7.96875,959200.0,7.0243706703186035
2000-01-28,8.21875,8.0,8.015625,8.15625,824000.0,7.189650058746338
2000-01-31,8.171875,7.96875,8.125,7.96875,1047200.0,7.0243706703186035
2000-02-01,8.171875,7.375,7.46875,7.9375,3467600.0,6.996824264526367
2000-02-02,8.03125,7.734375,7.90625,7.953125,1629600.0,7.0105977058410645
2000-02-03,7.890625,7.71875,7.84375,7.78125,1693200.0,6.859090805053711
2000-02-04,7.796875,7.671875,7.765625,7.671875,942400.0,6.7626776695251465
2000-02-07,7.75,7.546875,7.609375,7.59375,1138800.0,6.693811416625977
2000-02-08,7.59375,7.453125,7.59375,7.515625,1420400.0,6.624946594238281
2000-02-09,7.5,7.390625,7.5,7.390625,782800.0,6.514758586883545
2000-02-10,7.546875,7.296875,7.484375,7.453125,1642800.0,6.56985330581665
